uf,cnae,atividades,unidades,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
    Bahia,60,Atividades de rádio e de televisão,281,3447,3075,3096.03,119020.799,2.963083,2957.15677074288
    Bahia,61,Telecomunicações,1214,10310,8957,9126.97,226825.271,1.915539,1911.70758414137
    Bahia,62,Atividades dos serviços de tecnologia da informação,1390,9000,7023,6850.2,314168.735,3.534971,3527.90075752982
    Bahia,63,Atividades de prestação de serviços de informação,636,3128,2350,2263.77,102603.297,3.493455,3486.46784244526
    Bahia,K,"Atividades financeiras, de seguros e serviços relacionados",4244,31717,27383,27806.14,2017658.117,5.592848,5581.66183938013
    Bahia,64,Atividades de serviços financeiros,2391,23616,21778,21994.98,1824962.223,6.395234,6382.44315118897
    Bahia,65,"Seguros, resseguros, previdência complementar e planos de saúde",198,2719,2508,2672.63,114792.767,3.310563,3303.94137840024
    Bahia,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",1655,5382,3097,3138.53,77903.127,1.913175,1909.34871763827
    Bahia,L,Atividades imobiliárias,4147,12551,5384,5417.26,111040.021,1.579887,1576.72699425966
    Bahia,68,Atividades imobiliárias,4147,12551,5384,5417.26,111040.021,1.579887,1576.72699425966
    Bahia,M,"Atividades profissionais, científicas e técnicas",14106,63050,43569,43859.79,1345449.764,2.364433,2359.70431441436
    Bahia,69,"Atividades jurídicas, de contabilidade e de auditoria",5724,21955,13888,14139.21,318025.731,1.733657,1730.18985991656
    Bahia,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,1798,6168,3582,3536.96,134953.625,2.940902,2935.01992584679
    Bahia,71,Serviços de arquitetura e engenharia; testes e análises técnicas,3243,21227,16818,17133.7,622664.25,2.801102,2795.49951265634
    Bahia,72,Pesquisa e desenvolvimento científico,73,905,825,870.72,96060.872,8.503429,8486.42255392531
    Bahia,73,Publicidade e pesquisa de mercado,1550,6900,4910,4597.02,96398.033,1.616285,1613.05221810919
    Bahia,74,"Outras atividades profissionais, científicas e técnicas",1452,4894,2925,2995.3,65043.342,1.673742,1670.39495209161
    Bahia,75,Atividades veterinárias,266,1001,621,586.88,12303.911,1.61592,1612.68861148394
    Bahia,N,Atividades administrativas e serviços complementares,18053,223889,203141,208172.31,3942712.193,1.459816,1456.89670882594
    Bahia,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,2604,15901,12636,12635.61,313205.491,1.910554,1906.7326450344
    Bahia,78,"Seleção, agenciamento e locação de mão-de-obra",315,38841,38459,41316.6,684766.935,1.277451,1274.89627934982
    Bahia,79,"Agências de viagens, operadores turísticos e serviços de reservas",1102,4509,3130,3114.27,72251.492,1.788202,1784.62595629893
    Bahia,80,"Atividades de vigilância, segurança e investigação",619,33007,32270,34380.26,737806.372,1.654091,1650.78263828407
    Bahia,81,Serviços para edifícios e atividades paisagísticas,7209,66454,59453,59819.99,1114278.562,1.435733,1432.86108102762
    Bahia,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",6204,65177,57193,56905.58,1020403.341,1.382112,1379.34741535554
    Bahia,O,"Administração pública, defesa e seguridade social",1266,516393,516366,540928.36,23600698.489,3.362879,3356.1530131415
    Bahia,84,"Administração pública, defesa e seguridade social",1266,516393,516366,540928.36,23600698.489,3.362879,3356.1530131415
    Bahia,P,Educação,11241,163963,153970,160380.48,8158455.15,3.920871,3913.02902371238
    Bahia,85,Educação,11241,163963,153970,160380.48,8158455.15,3.920871,3913.02902371238
    Bahia,Q,Saúde humana e serviços sociais,17495,206619,175369,173500.53,5947312.71,2.642081,2636.79651628109
    Bahia,86,Atividades de atenção à saúde humana,16910,196772,165973,164406.61,5698248.861,2.671457,2666.11443093157
    Bahia,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",360,3996,3670,3661.88,93794.052,1.974228,1970.27949493787
    Bahia,88,Serviços de assistência social sem alojamento,225,5851,5726,5432.04,155269.797,2.203181,2198.77440859448
    Bahia,R,"Artes, cultura, esporte e recreação",2981,13004,9461,9350.92,280710.143,2.313822,2309.19395343741
    Bahia,90,"Atividades artísticas, criativas e de espetáculos",822,2071,954,956.22,29825.674,2.404133,2399.32506680954
    Bahia,91,Atividades ligadas ao patrimônio cultural e ambiental,26,675,663,670.11,23648.317,2.720071,2714.63089297624
    Bahia,92,Atividades de exploração de jogos de azar e apostas,-,-,-,-,-,-,-
    Bahia,93,Atividades esportivas e de recreação e lazer,2133,10258,7844,7724.59,227236.152,2.2674,2262.86495464484
    Bahia,S,Outras atividades de serviços,15283,45752,34951,34386.28,769095.636,1.723936,1720.48860095453
    Bahia,94,Atividades de organizações associativas,11460,27338,21118,20333.48,517998.586,1.963555,1959.62742614265
    Bahia,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,1326,6124,4472,4481.43,87869.982,1.511298,1508.27512303336
    Bahia,96,Outras atividades de serviços pessoais,2497,12290,9361,9571.37,163227.068,1.31445,1311.82143284528
    Bahia,U,Organismos internacionais e outras instituições extraterritoriais,5,18,17,16.98,951.376,4.318576,4309.93929509831
    Bahia,99,Organismos internacionais e outras instituições extraterritoriais,5,18,17,16.98,951.376,4.318576,4309.93929509831
  Sudeste,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",99105,297008,210701,227923,5906990.917,1.99758,1993.58518750766
  Sudeste,01,"Agricultura, pecuária e serviços relacionados",92164,248237,169076,184374.91,4897040.359,2.047189,2043.0947585589
  Sudeste,02,Produção florestal,5599,46095,40439,42350.22,977255.681,1.778601,1775.04423644262
  Sudeste,03,Pesca e aquicultura,1342,2676,1186,1197.87,32694.877,2.10376,2099.55215379093
  Sudeste,B,Indústrias extrativas,7425,132638,123786,126638.52,12240609.025,7.450121,7435.22041804804
  Sudeste,05,Extração de carvão mineral,17,47,25,25.47,2251.359,6.813055,6799.42919271541
  Sudeste,06,Extração de petróleo e gás natural,230,17646,17477,19270.97,5091327.432,20.363553,20322.8260794505
  Sudeste,07,Extração de minerais metálicos,697,50491,49904,49625.13,2987112.592,4.639552,4630.27284144762
  Sudeste,08,Extração de minerais não-metálicos,6003,44355,36683,37788.65,1276291.075,2.603242,2598.0350327006
  Sudeste,09,Atividades de apoio à extração de minerais,478,20099,19697,19928.3,2883626.567,11.153081,11130.7752407766
  Sudeste,C,Indústrias de transformação,189984,3580908,3324241,3475564.27,157109255.224,3.484196,3477.2274042635
  Sudeste,10,Fabricação de produtos alimentícios,23049,591144,560166,585093.94,20290263.431,2.672934,2667.58786579179
  Sudeste,11,Fabricação de bebidas,2340,56270,52653,54421.55,2914693.378,4.12808,4119.8235427524
  Sudeste,12,Fabricação de produtos do fumo,82,2528,2445,2570.02,203690.84,6.108873,6096.6553388091
  Sudeste,13,Fabricação de produtos têxteis,5365,123369,116245,122048.87,3430189.381,2.166259,2161.92678896072
  Sudeste,14,Confecção de artigos do vestuário e acessórios,26586,265800,231681,241117.27,4910597.111,1.569756,1566.61627475996
  Sudeste,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",5496,89172,82069,91628.9,1934767.906,1.627506,1624.25065084857
  Sudeste,16,Fabricação de produtos de madeira,3953,39391,33968,35643.13,913368.41,1.975133,1971.18234177353
  Sudeste,17,"Fabricação de celulose, papel e produtos de papel",2713,92284,88679,90894.78,4844775.939,4.108288,4100.07122775113
  Sudeste,18,Impressão e reprodução de gravações,9314,65996,52829,54630.81,1983488.895,2.798454,2792.85752574699
  Sudeste,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",425,110467,110091,124120.78,9907049.01,6.152136,6139.8316468598
  Sudeste,20,Fabricação de produtos químicos,6219,182554,174602,180384.19,12580116.732,5.375419,5364.66797382256
  Sudeste,21,Fabricação de produtos farmoquímicos e farmacêuticos,581,74833,74266,77801.44,7450548.062,7.381195,7366.4328281367
  Sudeste,22,Fabricação de produtos de borracha e de material plástico,9160,229241,216775,226044.34,9080542.888,3.096309,3090.11629787732
  Sudeste,23,Fabricação de produtos de minerais não-metálicos,13100,194298,175880,182502.91,6296319.198,2.659151,2653.83300463538
  Sudeste,24,Metalurgia,2420,137919,134729,145478.29,8685288.917,4.601635,4592.43195298445
  Sudeste,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",21307,260797,230821,234858.79,8583977.47,2.817136,2811.50200608106
  Sudeste,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",2507,66595,63038,65329.71,3624465.465,4.276213,4267.66069785448
  Sudeste,27,"Fabricação de máquinas, aparelhos e materiais elétricos",3362,101557,96971,101052.19,5003192.603,3.816169,3808.5366528082
  Sudeste,28,Fabricação de máquinas e equipamentos,9064,205596,192539,197882.7,11300944.762,4.401828,4393.02396435246
  Sudeste,29,"Fabricação de veículos automotores, reboques e carrocerias",3839,282594,277804,294864.23,19087156.16,4.989365,4979.38587375777
  Sudeste,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",825,43639,42624,46557.09,3279497.402,5.429347,5418.48794508155
  Sudeste,31,Fabricação de móveis,8620,107003,95038,98689.35,2531004.706,1.976736,1972.78297701128
  Sudeste,32,Fabricação de produtos diversos,8188,105706,94435,97349.5,3146318.954,2.491123,2486.14050326994
  Sudeste,33,"Manutenção, reparação e instalação de máquinas e equipamentos",21469,152155,123893,124599.49,5126997.604,3.17156,3165.21705728429
  Sudeste,D,Eletricidade e gás,3196,56661,54281,55070.42,5312193.64,7.435011,7420.14097586327
  Sudeste,35,"Eletricidade, gás e outras utilidades",3196,56661,54281,55070.42,5312193.64,7.435011,7420.14097586327
  Sudeste,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",7449,218696,211715,213438.36,9416181.645,3.400388,3393.58709933866
  Sudeste,36,"Captação, tratamento e distribuição de água",2241,76230,75561,75693.36,5131411.366,5.225227,5214.77645107535
  Sudeste,37,Esgoto e atividades relacionadas,634,8416,7734,7795,285023.7,2.818324,2812.6876202694
  Sudeste,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",4484,133568,128006,129459.31,3981134.666,2.37028,2365.53962904519
  Sudeste,39,Descontaminação e outros serviços de gestão de resíduos,90,482,414,490.69,18611.913,2.923546,2917.69878209178
  Sudeste,F,Construção,138768,1161465,966308,977579.43,31461075.566,2.480548,2475.58680305513
  Sudeste,41,Construção de edifícios,72079,401959,293545,299761.29,8586420.553,2.207815,2203.39954065553
  Sudeste,42,Obras de infraestrutura,11644,339358,324342,328728.3,12652319.897,2.966601,2960.66805532809
  Sudeste,43,Serviços especializados para construção,55045,420148,348421,349089.84,10222335.116,2.257039,2252.52465228303
  Sudeste,G,Comércio; reparação de veículos automotores e motocicletas,934831,5685805,4532641,4629594.61,131095673.492,2.182587,2178.22151307276
  Sudeste,45,Comércio e reparação de veículos automotores e motocicletas,115099,571177,423668,430931.08,12584286.548,2.250852,2246.35002458826
  Sudeste,46,"Comércio por atacado, exceto veículos automotores e motocicletas",155777,1049398,854844,873699.58,39506554.225,3.485244,3478.27305767434
  Sudeste,47,Comércio varejista,663955,4065230,3254129,3324963.95,79004832.719,1.831441,1827.77765892423
  Sudeste,H,"Transporte, armazenagem e correio",129548,1474101,1327333,1383742.72,54412466.353,3.030883,3024.82121448571
  Sudeste,49,Transporte terrestre,93266,1000046,890193,929797.79,32269784.93,2.675061,2669.71074265679
  Sudeste,50,Transporte aquaviário,667,22026,21343,22094.87,2536843.953,8.849697,8831.9977686432
  Sudeste,51,Transporte aéreo,634,42442,42130,44188.15,4404029.629,7.681933,7666.5692028989
  Sudeste,52,Armazenamento e atividades auxiliares dos transportes,27544,317871,287943,288552.08,11547718.401,3.084595,3078.42532566791
  Sudeste,53,Correio e outras atividades de entrega,7437,91716,85724,99109.83,3654089.44,2.841768,2836.08399970944
  Sudeste,I,Alojamento e alimentação,167204,1262350,1051111,1062712.03,22164438.784,1.60756,1604.34509199869
  Sudeste,55,Alojamento,15490,168842,146606,146206.22,3534950.313,1.863561,1859.83369822538
  Sudeste,56,Alimentação,151714,1093508,904505,916505.81,18629488.471,1.566722,1563.58809628529
  Sudeste,J,Informação e comunicação,109181,700112,550195,554526.69,41202609.38,5.727016,5715.56166353189
  Sudeste,58,Edição e edição integrada à impressão,8040,49605,38389,37434.65,2109938.459,4.344323,4335.63445590156
  Sudeste,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",13553,37108,18233,18659.49,806983.63,3.333428,3326.76101255468
  Sudeste,60,Atividades de rádio e de televisão,2445,46126,43114,44587.35,4541959.331,7.851591,7835.8881386761
  Sudeste,61,Telecomunicações,8979,132127,122937,134749.69,7517422.686,4.299989,4291.38860014046
  Sudeste,62,Atividades dos serviços de tecnologia da informação,56356,343698,263376,257318.43,21503227.162,6.441082,6428.20025396907
  Sudeste,63,Atividades de prestação de serviços de informação,19808,91448,64146,61777.08,4723078.112,5.892829,5881.04359939118
  Sudeste,K,"Atividades financeiras, de seguros e serviços relacionados",103224,745322,626543,636221.94,54068681.083,6.550331,6537.23025345043
  Sudeste,64,Atividades de serviços financeiros,68472,471324,402009,407443.37,37369875.14,7.069367,7055.22777312587
  Sudeste,65,"Seguros, resseguros, previdência complementar e planos de saúde",3252,129711,126449,132350.94,7631269.703,4.444223,4435.3349238367
  Sudeste,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",31500,144287,98085,96427.63,9067536.24,7.247929,7233.43286247217
  Sudeste,L,Atividades imobiliárias,75262,205922,87038,87270.77,3160026.292,2.790924,2785.34205139317
  Sudeste,68,Atividades imobiliárias,75262,205922,87038,87270.77,3160026.292,2.790924,2785.34205139317
  Sudeste,M,"Atividades profissionais, científicas e técnicas",220910,952374,636852,621960.4,32232471.503,3.99445,3986.46101077521
  Sudeste,69,"Atividades jurídicas, de contabilidade e de auditoria",67768,316790,213928,213933.62,7831946.167,2.821738,2816.09499928781
  Sudeste,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,36879,129140,76297,74814.57,5948398.42,6.128299,6116.04276053139
  Sudeste,71,Serviços de arquitetura e engenharia; testes e análises técnicas,50994,238495,164145,155842.51,7422870.124,3.671234,3663.89125495002
  Sudeste,72,Pesquisa e desenvolvimento científico,1686,30903,28927,29134.46,3872310.539,10.244466,10223.9767430575
  Sudeste,73,Publicidade e pesquisa de mercado,29913,118624,80363,77397.36,3730326.025,3.714897,3707.46697005209
  Sudeste,74,"Outras atividades profissionais, científicas e técnicas",28319,100704,62870,60956.54,3203479.726,4.050679,4042.57717686429
  Sudeste,75,Atividades veterinárias,5351,17718,10322,9881.34,223140.502,1.740559,1737.0775623549
  Sudeste,N,Atividades administrativas e serviços complementares,311096,2955966,2617969,2596882.18,73127377.812,2.17047,2166.12942702521
  Sudeste,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,26303,164391,130418,132461.47,4682269.914,2.724539,2719.08962484888
  Sudeste,78,"Seleção, agenciamento e locação de mão-de-obra",3975,372153,367325,313109.04,7849260.227,1.932232,1928.36734522507
  Sudeste,79,"Agências de viagens, operadores turísticos e serviços de reservas",11329,55225,39857,40504.49,1856625.51,3.533029,3525.96334191782
  Sudeste,80,"Atividades de vigilância, segurança e investigação",5576,320109,313543,322255.82,9433959.998,2.256417,2251.90418784488
  Sudeste,81,Serviços para edifícios e atividades paisagísticas,126611,1090419,987930,1004745.37,22758597.285,1.745885,1742.3930300026
  Sudeste,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",137302,953669,778896,783805.99,26546664.878,2.610523,2605.30178451627
  Sudeste,O,"Administração pública, defesa e seguridade social",6731,2888333,2888234,2946947.78,175037650.425,4.578099,4568.94239506237
  Sudeste,84,"Administração pública, defesa e seguridade social",6731,2888333,2888234,2946947.78,175037650.425,4.578099,4568.94239506237
  Sudeste,P,Educação,102654,1563993,1453815,1495582.01,70740290.216,3.645715,3638.42353643058
  Sudeste,85,Educação,102654,1563993,1453815,1495582.01,70740290.216,3.645715,3638.42353643058
  Sudeste,Q,Saúde humana e serviços sociais,160612,1778537,1531935,1530516.47,58158012.038,2.928854,2922.99581310112
  Sudeste,86,Atividades de atenção à saúde humana,147930,1557450,1320133,1315563.42,52247200.041,3.061099,3054.97654211853
  Sudeste,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",7744,100673,93487,93340.97,2254719.161,1.861857,1858.13298770667
  Sudeste,88,Serviços de assistência social sem alojamento,4938,120414,118315,121612.08,3656092.836,2.317216,2312.58202689682
  Sudeste,R,"Artes, cultura, esporte e recreação",39476,211186,162558,167882.4,5820185.738,2.672131,2666.78696057937
  Sudeste,90,"Atividades artísticas, criativas e de espetáculos",9919,22578,8776,8882.86,360633.744,3.129246,3122.98710446514
  Sudeste,91,Atividades ligadas ao patrimônio cultural e ambiental,560,5739,5266,5120.32,298620.056,4.495189,4486.19881930456
  Sudeste,92,Atividades de exploração de jogos de azar e apostas,25,55,21,20.77,506.661,1.880213,1876.45272397319
  Sudeste,93,Atividades esportivas e de recreação e lazer,28972,182814,148495,153858.45,5160425.277,2.585177,2580.00643148596
  Sudeste,S,Outras atividades de serviços,145167,518041,404081,405077.03,12308194.604,2.341978,2337.29421860255
  Sudeste,94,Atividades de organizações associativas,91491,287651,244626,244494.56,8360210.033,2.635567,2630.29606655272
  Sudeste,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,21913,84514,55070,56620.2,1630305.881,2.21934,2214.90112525755
  Sudeste,96,Outras atividades de serviços pessoais,31763,145876,104385,103962.27,2317678.69,1.718318,1714.88152532497
  Sudeste,U,Organismos internacionais e outras instituições extraterritoriais,98,1015,982,981.67,92997.744,7.301852,7287.24786882009
  Sudeste,99,Organismos internacionais e outras instituições extraterritoriais,98,1015,982,981.67,92997.744,7.301852,7287.24786882009
    Minas Gerais,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",7399,76506,66627,72880.17,1741214.83,1.841489,1837.80584358808
    Minas Gerais,01,"Agricultura, pecuária e serviços relacionados",4769,49607,42506,47305.22,1199256.597,1.954021,1950.11264003293
    Minas Gerais,02,Produção florestal,2503,26369,23799,25247.58,535641.963,1.635238,1631.96741719709
    Minas Gerais,03,Pesca e aquicultura,127,530,322,327.37,6316.27,1.487127,1484.15225303761
    Minas Gerais,B,Indústrias extrativas,3745,65938,61502,61395.12,3046970.296,3.825256,3817.6052178339
    Minas Gerais,05,Extração de carvão mineral,6,,,,,,
    Minas Gerais,06,Extração de petróleo e gás natural,20,,,,,,
    Minas Gerais,07,Extração de minerais metálicos,533,44526,44091,43885.01,2485625.622,4.365617,4356.88566376257
    Minas Gerais,08,Extração de minerais não-metálicos,3051,19496,15694,15941.2,496339.878,2.399851,2395.05122671973
    Minas Gerais,09,Atividades de apoio à extração de minerais,135,1868,1712,1560.9,64841.685,3.201882,3195.47820044649
    Minas Gerais,C,Indústrias de transformação,48232,792942,726982,747113.7,23852987.559,2.460833,2455.91159263463
    Minas Gerais,10,Fabricação de produtos alimentícios,9101,184827,172541,172935,4485744.291,1.999299,1995.30027555929
    Minas Gerais,11,Fabricação de bebidas,969,10290,8703,8706.27,324600.674,2.873713,2867.96557140826
    Minas Gerais,12,Fabricação de produtos do fumo,49,1258,1213,1376.5,76975.506,4.31025,4301.62932744698
    Minas Gerais,13,Fabricação de produtos têxteis,1230,26827,25198,26480.73,566495.513,1.648894,1645.59579449195
    Minas Gerais,14,Confecção de artigos do vestuário e acessórios,6381,67002,58777,61053.09,985490.114,1.244144,1241.65593987387
    Minas Gerais,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",1954,37364,34688,37819.42,736458.972,1.500928,1497.92593735827
    Minas Gerais,16,Fabricação de produtos de madeira,1321,10694,8918,9193.11,182575.76,1.530759,1527.69728968426
    Minas Gerais,17,"Fabricação de celulose, papel e produtos de papel",412,11502,10949,11096.16,399672.673,2.776245,2770.69290360186
    Minas Gerais,18,Impressão e reprodução de gravações,1855,10967,8284,8347.69,203289.179,1.877042,1873.28819755479
    Minas Gerais,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",65,18479,18394,19018.03,978674.225,3.96642,3958.48742968161
    Minas Gerais,20,Fabricação de produtos químicos,1143,26936,25415,25941,935000.843,2.778123,2772.56627613549
    Minas Gerais,21,Fabricação de produtos farmoquímicos e farmacêuticos,95,9028,8910,9188.72,388799.97,3.261349,3254.8265699684
    Minas Gerais,22,Fabricação de produtos de borracha e de material plástico,1328,26317,24502,25671.57,699593.484,2.100484,2096.28329644877
    Minas Gerais,23,Fabricação de produtos de minerais não-metálicos,4556,52481,46187,47956.53,1325906.558,2.131038,2126.7763150054
    Minas Gerais,24,Metalurgia,600,55781,54971,58075.67,3538486.966,4.696231,4686.83882729072
    Minas Gerais,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",5337,54449,46973,46488.66,1398318.496,2.318383,2313.74621748119
    Minas Gerais,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",475,11279,10600,11231.58,387016.429,2.655918,2650.60610692899
    Minas Gerais,27,"Fabricação de máquinas, aparelhos e materiais elétricos",519,15893,15149,16121.45,562023.135,2.687053,2681.67868561164
    Minas Gerais,28,Fabricação de máquinas e equipamentos,1261,21372,19552,19915.88,921438.696,3.566096,3558.96398714532
    Minas Gerais,29,"Fabricação de veículos automotores, reboques e carrocerias",685,52589,51739,53507.81,2593837.318,3.736385,3728.91261179371
    Minas Gerais,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",95,2208,2105,2135.43,169211.118,6.107587,6095.37182026751
    Minas Gerais,31,Fabricação de móveis,2981,36411,32256,32335.56,732445.072,1.745906,1742.41388166417
    Minas Gerais,32,Fabricação de produtos diversos,2290,19645,16443,16759.05,390497.496,1.795953,1792.36107792965
    Minas Gerais,33,"Manutenção, reparação e instalação de máquinas e equipamentos",3530,29343,24515,25758.79,870435.071,2.604576,2599.36681509795
    Minas Gerais,D,Eletricidade e gás,791,,,,,,
    Minas Gerais,35,"Eletricidade, gás e outras utilidades",791,,,,,,
    Minas Gerais,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",1794,42199,40772,40743.59,1626779.679,3.077482,3071.32725379907
    Minas Gerais,36,"Captação, tratamento e distribuição de água",708,23716,23650,23553.47,1194686.032,3.909534,3901.71492941217
    Minas Gerais,37,Esgoto e atividades relacionadas,94,,,,,,
    Minas Gerais,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",978,17711,16480,16502.77,415245.929,1.939432,1935.5535184979
    Minas Gerais,39,Descontaminação e outros serviços de gestão de resíduos,14,,,,,,
    Minas Gerais,F,Construção,30527,312734,267598,262671.76,7119418.323,2.08909,2084.91222393946
    Minas Gerais,41,Construção de edifícios,18116,118393,90266,95257.43,2304425.084,1.864618,1860.88862569565
    Minas Gerais,42,Obras de infraestrutura,2820,103504,99593,92004.73,2773941.133,2.323877,2319.22953476246
    Minas Gerais,43,Serviços especializados para construção,9591,90837,77739,75409.6,2041052.106,2.086189,2082.01619096038
    Minas Gerais,G,Comércio; reparação de veículos automotores e motocicletas,217799,1222331,946489,961020.44,20320323.469,1.629762,1626.50214318823
    Minas Gerais,45,Comércio e reparação de veículos automotores e motocicletas,26921,134802,98979,100309.64,2388169.888,1.835053,1831.38306547606
    Minas Gerais,46,"Comércio por atacado, exceto veículos automotores e motocicletas",32514,204760,162806,165648.86,4888001.557,2.274411,2269.86240514562
    Minas Gerais,47,Comércio varejista,158364,882769,684704,695061.94,13044152.024,1.4465,1443.60703959486
    Minas Gerais,H,"Transporte, armazenagem e correio",31202,287579,250568,253672.9,7816524.356,2.375012,2370.26148361805
    Minas Gerais,49,Transporte terrestre,24788,224947,194492,195865.33,5867083.203,2.308824,2304.20612233141
    Minas Gerais,50,Transporte aquaviário,38,,,,,,
    Minas Gerais,51,Transporte aéreo,84,,,,,,
    Minas Gerais,52,Armazenamento e atividades auxiliares dos transportes,4461,41914,36456,35387.92,1043651.483,2.273142,2268.59570462724
    Minas Gerais,53,Correio e outras atividades de entrega,1831,17477,16444,19092.94,672315.047,2.714102,2708.67357656406
    Minas Gerais,I,Alojamento e alimentação,33865,222285,179203,178544.65,3065901.995,1.323541,1320.89432531302
    Minas Gerais,55,Alojamento,4427,38615,32189,31810.77,584483.786,1.416199,1413.36695813302
    Minas Gerais,56,Alimentação,29438,183670,147014,146733.88,2481418.209,1.303454,1300.84697391789
    Minas Gerais,J,Informação e comunicação,13489,91426,73117,73073.91,3381011.992,3.566239,3559.10673916945
    Minas Gerais,58,Edição e edição integrada à impressão,1087,5669,4109,4390.78,150019.082,2.633486,2628.21853625447
    Minas Gerais,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",806,2999,1891,1778.6,41300.826,1.789808,1786.2288403152
    Minas Gerais,60,Atividades de rádio e de televisão,734,6796,5898,5916.24,239181.707,3.116078,3109.84558539779
    Minas Gerais,61,Telecomunicações,2294,23422,21079,21775.91,775684.933,2.745587,2740.09544350756
    Minas Gerais,62,Atividades dos serviços de tecnologia da informação,6489,41559,32074,31357.65,1730091.082,4.252571,4244.06578250014
    Minas Gerais,63,Atividades de prestação de serviços de informação,2079,10981,8066,7854.73,444734.362,4.364108,4355.38020256095
    Minas Gerais,K,"Atividades financeiras, de seguros e serviços relacionados",16754,107475,85252,85052.12,5499381.99,4.983734,4973.76648396482
    Minas Gerais,64,Atividades de serviços financeiros,11553,75871,61278,61270.71,4446769.878,5.593941,5582.75269512326
    Minas Gerais,65,"Seguros, resseguros, previdência complementar e planos de saúde",701,16228,15216,15133.68,639581.206,3.257446,3250.93132058378
    Minas Gerais,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",4500,15376,8758,8647.73,413030.906,3.681345,3673.98243861061
    Minas Gerais,L,Atividades imobiliárias,12882,36180,14304,14508.61,325333.843,1.728341,1724.88475675955
    Minas Gerais,68,Atividades imobiliárias,12882,36180,14304,14508.61,325333.843,1.728341,1724.88475675955
    Minas Gerais,M,"Atividades profissionais, científicas e técnicas",42214,171572,110690,105321.85,3817404.323,2.793674,2788.08705301526
    Minas Gerais,69,"Atividades jurídicas, de contabilidade e de auditoria",14144,62621,41942,40154.41,1051930.333,2.019202,2015.16391158722
    Minas Gerais,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,5084,,,,,,
    Minas Gerais,71,Serviços de arquitetura e engenharia; testes e análises técnicas,12247,52161,33784,31131,1343731.543,3.326944,3320.2905414588
    Minas Gerais,72,Pesquisa e desenvolvimento científico,292,3664,3338,3513.11,343820.373,7.54338,7528.29288009769
    Minas Gerais,73,Publicidade e pesquisa de mercado,4356,16401,10648,9904.74,223942.814,1.74269,1739.20469469086
    Minas Gerais,74,"Outras atividades profissionais, científicas e técnicas",4985,16720,9790,9629.02,396836.442,3.176549,3170.19594453497
    Minas Gerais,75,Atividades veterinárias,1106,,,,,,
    Minas Gerais,N,Atividades administrativas e serviços complementares,51740,432996,373421,372205.16,8677775.993,1.797017,1793.42282689141
    Minas Gerais,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,6746,41829,32640,32153.38,1018946.495,2.442592,2437.70638158056
    Minas Gerais,78,"Seleção, agenciamento e locação de mão-de-obra",515,32730,32098,31888.31,656480.392,1.586779,1583.60514220753
    Minas Gerais,79,"Agências de viagens, operadores turísticos e serviços de reservas",1795,7456,5028,4946.51,178653.778,2.783809,2778.24128682491
    Minas Gerais,80,"Atividades de vigilância, segurança e investigação",1030,46617,45436,46387.53,1342322.092,2.230394,2225.93325271817
    Minas Gerais,81,Serviços para edifícios e atividades paisagísticas,22206,155627,134931,135219.31,2699341.177,1.538669,1535.59154384089
