codigo_cnae,atividade,natureza_juridica,total_empresas,pessoal_ocupado_total,pessoal_ocupado_assalariado,salario_outras_rem
22.1,Fabricação de produtos de borracha,Administração pública,,,,
22.1,Fabricação de produtos de borracha,Entidades empresariais,2924,88251,83865,3864681.273
22.1,Fabricação de produtos de borracha,Entidades sem fins lucrativos,,,,
22.2,Fabricação de produtos de material plástico,Total,13016,309022,290347,10284926.252
22.2,Fabricação de produtos de material plástico,Administração pública,,,,
22.2,Fabricação de produtos de material plástico,Entidades empresariais,13014,,,
22.2,Fabricação de produtos de material plástico,Entidades sem fins lucrativos,2,,,
23,Fabricação de produtos de minerais não-metálicos,Total,28914,413046,370333,12073039.022
23,Fabricação de produtos de minerais não-metálicos,Administração pública,,,,
23,Fabricação de produtos de minerais não-metálicos,Entidades empresariais,28911,413026,370314,12072796.192
23,Fabricação de produtos de minerais não-metálicos,Entidades sem fins lucrativos,3,20,19,242.83
23.1,Fabricação de vidro e de produtos do vidro,Total,1275,41762,40031,1719596.565
23.1,Fabricação de vidro e de produtos do vidro,Administração pública,,,,
23.1,Fabricação de vidro e de produtos do vidro,Entidades empresariais,1275,41762,40031,1719596.565
23.1,Fabricação de vidro e de produtos do vidro,Entidades sem fins lucrativos,,,,
23.2,Fabricação de cimento,Total,61,17704,17653,1091944.346
23.2,Fabricação de cimento,Administração pública,,,,
23.2,Fabricação de cimento,Entidades empresariais,61,17704,17653,1091944.346
23.2,Fabricação de cimento,Entidades sem fins lucrativos,,,,
23.3,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",Total,12143,130624,112796,3475478.297
23.3,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",Administração pública,,,,
23.3,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",Entidades empresariais,12141,,,
23.3,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",Entidades sem fins lucrativos,2,,,
23.4,Fabricação de produtos cerâmicos,Total,6593,136708,126632,3522996.837
23.4,Fabricação de produtos cerâmicos,Administração pública,,,,
23.4,Fabricação de produtos cerâmicos,Entidades empresariais,6593,136708,126632,3522996.837
23.4,Fabricação de produtos cerâmicos,Entidades sem fins lucrativos,,,,
23.9,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,Total,8842,86248,73221,2263022.977
23.9,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,Administração pública,,,,
23.9,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,Entidades empresariais,8841,,,
23.9,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos,Entidades sem fins lucrativos,1,,,
24,Metalurgia,Total,3543,218280,212997,13224429.373
24,Metalurgia,Administração pública,,,,
24,Metalurgia,Entidades empresariais,3543,218280,212997,13224429.373
24,Metalurgia,Entidades sem fins lucrativos,,,,
24.1,Produção de ferro-gusa e de ferroligas,Total,174,24472,24196,1210641.701
24.1,Produção de ferro-gusa e de ferroligas,Administração pública,,,,
24.1,Produção de ferro-gusa e de ferroligas,Entidades empresariais,174,24472,24196,1210641.701
24.1,Produção de ferro-gusa e de ferroligas,Entidades sem fins lucrativos,,,,
24.2,Siderurgia,Total,508,85563,84801,6206920.592
24.2,Siderurgia,Administração pública,,,,
24.2,Siderurgia,Entidades empresariais,508,85563,84801,6206920.592
24.2,Siderurgia,Entidades sem fins lucrativos,,,,
24.3,"Produção de tubos de aço, exceto tubos sem costura",Total,256,17872,17512,1214514.046
24.3,"Produção de tubos de aço, exceto tubos sem costura",Administração pública,,,,
24.3,"Produção de tubos de aço, exceto tubos sem costura",Entidades empresariais,256,17872,17512,1214514.046
24.3,"Produção de tubos de aço, exceto tubos sem costura",Entidades sem fins lucrativos,,,,
24.4,Metalurgia dos metais não-ferrosos,Total,1097,59937,58399,3544122.675
24.4,Metalurgia dos metais não-ferrosos,Administração pública,,,,
24.4,Metalurgia dos metais não-ferrosos,Entidades empresariais,1097,59937,58399,3544122.675
24.4,Metalurgia dos metais não-ferrosos,Entidades sem fins lucrativos,,,,
24.5,Fundição,Total,1508,30436,28089,1048230.359
24.5,Fundição,Administração pública,,,,
24.5,Fundição,Entidades empresariais,1508,30436,28089,1048230.359
24.5,Fundição,Entidades sem fins lucrativos,,,,
25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",Total,44448,466648,403425,14082191.624
25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",Administração pública,,,,
25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",Entidades empresariais,44448,466648,403425,14082191.624
25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",Entidades sem fins lucrativos,,,,
25.1,Fabricação de estruturas metálicas e obras de caldeiraria pesada,Total,14780,135611,115086,3401053.398
25.1,Fabricação de estruturas metálicas e obras de caldeiraria pesada,Administração pública,,,,
25.1,Fabricação de estruturas metálicas e obras de caldeiraria pesada,Entidades empresariais,14780,135611,115086,3401053.398
25.1,Fabricação de estruturas metálicas e obras de caldeiraria pesada,Entidades sem fins lucrativos,,,,
25.2,"Fabricação de tanques, reservatórios metálicos e caldeiras",Total,673,12558,11592,469458.625
25.2,"Fabricação de tanques, reservatórios metálicos e caldeiras",Administração pública,,,,
25.2,"Fabricação de tanques, reservatórios metálicos e caldeiras",Entidades empresariais,673,12558,11592,469458.625
25.2,"Fabricação de tanques, reservatórios metálicos e caldeiras",Entidades sem fins lucrativos,,,,
25.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",Total,11240,95281,79189,2531297.999
25.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",Administração pública,,,,
25.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",Entidades empresariais,11240,95281,79189,2531297.999
25.3,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais",Entidades sem fins lucrativos,,,,
25.4,"Fabricação de artigos de cutelaria, de serralheria e ferramentas",Total,7912,73822,62771,2328395.069
25.4,"Fabricação de artigos de cutelaria, de serralheria e ferramentas",Administração pública,,,,
25.4,"Fabricação de artigos de cutelaria, de serralheria e ferramentas",Entidades empresariais,7912,73822,62771,2328395.069
25.4,"Fabricação de artigos de cutelaria, de serralheria e ferramentas",Entidades sem fins lucrativos,,,,
25.5,"Fabricação de equipamento bélico pesado, armas de fogo e munições",Total,22,6972,6932,318365.714
25.5,"Fabricação de equipamento bélico pesado, armas de fogo e munições",Administração pública,,,,
25.5,"Fabricação de equipamento bélico pesado, armas de fogo e munições",Entidades empresariais,22,6972,6932,318365.714
25.5,"Fabricação de equipamento bélico pesado, armas de fogo e munições",Entidades sem fins lucrativos,,,,
25.9,Fabricação de produtos de metal não especificados anteriormente,Total,9821,142404,127855,5033620.819
25.9,Fabricação de produtos de metal não especificados anteriormente,Administração pública,,,,
25.9,Fabricação de produtos de metal não especificados anteriormente,Entidades empresariais,9821,142404,127855,5033620.819
25.9,Fabricação de produtos de metal não especificados anteriormente,Entidades sem fins lucrativos,,,,
26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",Total,3979,126771,120707,6848266.675
26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",Administração pública,,,,
26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",Entidades empresariais,3979,126771,120707,6848266.675
26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",Entidades sem fins lucrativos,,,,
26.1,Fabricação de componentes eletrônicos,Total,1039,19423,17869,783017.744
26.1,Fabricação de componentes eletrônicos,Administração pública,,,,
26.1,Fabricação de componentes eletrônicos,Entidades empresariais,1039,19423,17869,783017.744
26.1,Fabricação de componentes eletrônicos,Entidades sem fins lucrativos,,,,
26.2,Fabricação de equipamentos de informática e periféricos,Total,546,29680,28861,1847112.059
26.2,Fabricação de equipamentos de informática e periféricos,Administração pública,,,,
26.2,Fabricação de equipamentos de informática e periféricos,Entidades empresariais,546,29680,28861,1847112.059
26.2,Fabricação de equipamentos de informática e periféricos,Entidades sem fins lucrativos,,,,
26.3,Fabricação de equipamentos de comunicação,Total,331,27894,27387,1660037.433
26.3,Fabricação de equipamentos de comunicação,Administração pública,,,,
26.3,Fabricação de equipamentos de comunicação,Entidades empresariais,331,27894,27387,1660037.433
26.3,Fabricação de equipamentos de comunicação,Entidades sem fins lucrativos,,,,
26.4,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",Total,389,16130,15613,805771.909
26.4,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",Administração pública,,,,
26.4,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",Entidades empresariais,389,16130,15613,805771.909
26.4,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",Entidades sem fins lucrativos,,,,
26.5,"Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",Total,1271,26208,24112,1218776.554
26.5,"Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",Administração pública,,,,
26.5,"Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",Entidades empresariais,1271,26208,24112,1218776.554
26.5,"Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",Entidades sem fins lucrativos,,,,
26.6,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,Total,287,6212,5818,496969.267
26.6,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,Administração pública,,,,
26.6,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,Entidades empresariais,287,6212,5818,496969.267
26.6,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,Entidades sem fins lucrativos,,,,
26.7,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",Total,106,1178,1015,35838.284
26.7,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",Administração pública,,,,
26.7,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",Entidades empresariais,106,1178,1015,35838.284
26.7,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",Entidades sem fins lucrativos,,,,
26.8,"Fabricação de mídias virgens, magnéticas e ópticas",Total,10,46,32,743.425
26.8,"Fabricação de mídias virgens, magnéticas e ópticas",Administração pública,,,,
26.8,"Fabricação de mídias virgens, magnéticas e ópticas",Entidades empresariais,10,46,32,743.425
26.8,"Fabricação de mídias virgens, magnéticas e ópticas",Entidades sem fins lucrativos,,,,
27,"Fabricação de máquinas, aparelhos e materiais elétricos",Total,5246,213694,205879,9890582.021
27,"Fabricação de máquinas, aparelhos e materiais elétricos",Administração pública,,,,
27,"Fabricação de máquinas, aparelhos e materiais elétricos",Entidades empresariais,5246,213694,205879,9890582.021
27,"Fabricação de máquinas, aparelhos e materiais elétricos",Entidades sem fins lucrativos,,,,
27.1,"Fabricação de geradores, transformadores e motores elétricos",Total,756,59197,58083,3779729.275
27.1,"Fabricação de geradores, transformadores e motores elétricos",Administração pública,,,,
27.1,"Fabricação de geradores, transformadores e motores elétricos",Entidades empresariais,756,59197,58083,3779729.275
27.1,"Fabricação de geradores, transformadores e motores elétricos",Entidades sem fins lucrativos,,,,
27.2,"Fabricação de pilhas, baterias e acumuladores elétricos",Total,171,11829,11603,514865.68
27.2,"Fabricação de pilhas, baterias e acumuladores elétricos",Administração pública,,,,
27.2,"Fabricação de pilhas, baterias e acumuladores elétricos",Entidades empresariais,171,11829,11603,514865.68
27.2,"Fabricação de pilhas, baterias e acumuladores elétricos",Entidades sem fins lucrativos,,,,
27.3,Fabricação de equipamentos para distribuição e controle de energia elétrica,Total,1791,58506,55809,2591846.344
27.3,Fabricação de equipamentos para distribuição e controle de energia elétrica,Administração pública,,,,
27.3,Fabricação de equipamentos para distribuição e controle de energia elétrica,Entidades empresariais,1791,58506,55809,2591846.344
27.3,Fabricação de equipamentos para distribuição e controle de energia elétrica,Entidades sem fins lucrativos,,,,
27.4,Fabricação de lâmpadas e outros equipamentos de iluminação,Total,758,10800,9756,325560.336
27.4,Fabricação de lâmpadas e outros equipamentos de iluminação,Administração pública,,,,
27.4,Fabricação de lâmpadas e outros equipamentos de iluminação,Entidades empresariais,758,10800,9756,325560.336
27.4,Fabricação de lâmpadas e outros equipamentos de iluminação,Entidades sem fins lucrativos,,,,
27.5,Fabricação de eletrodomésticos,Total,488,56131,55431,2085762.659
27.5,Fabricação de eletrodomésticos,Administração pública,,,,
27.5,Fabricação de eletrodomésticos,Entidades empresariais,488,56131,55431,2085762.659
27.5,Fabricação de eletrodomésticos,Entidades sem fins lucrativos,,,,
27.9,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,Total,1282,17231,15197,592817.727
27.9,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,Administração pública,,,,
27.9,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,Entidades empresariais,1282,17231,15197,592817.727
27.9,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,Entidades sem fins lucrativos,,,,
28,Fabricação de máquinas e equipamentos,Total,16576,366951,341884,18824825.344
28,Fabricação de máquinas e equipamentos,Administração pública,,,,
28,Fabricação de máquinas e equipamentos,Entidades empresariais,16575,,,
28,Fabricação de máquinas e equipamentos,Entidades sem fins lucrativos,1,,,
28.1,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",Total,1475,64384,62187,3698239.052
28.1,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",Administração pública,,,,
28.1,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",Entidades empresariais,1475,64384,62187,3698239.052
28.1,"Fabricação de motores, bombas, compressores e equipamentos de transmissão",Entidades sem fins lucrativos,,,,
28.2,Fabricação de máquinas e equipamentos de uso geral,Total,5933,108840,99839,4955631.528
28.2,Fabricação de máquinas e equipamentos de uso geral,Administração pública,,,,
28.2,Fabricação de máquinas e equipamentos de uso geral,Entidades empresariais,5933,108840,99839,4955631.528
28.2,Fabricação de máquinas e equipamentos de uso geral,Entidades sem fins lucrativos,,,,
28.3,Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,Total,2344,71483,67923,3866110.447
28.3,Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,Administração pública,,,,
28.3,Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,Entidades empresariais,2343,,,
28.3,Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,Entidades sem fins lucrativos,1,,,
28.4,Fabricação de máquinas-ferramenta,Total,1444,23170,21001,1252304.142
28.4,Fabricação de máquinas-ferramenta,Administração pública,,,,
28.4,Fabricação de máquinas-ferramenta,Entidades empresariais,1444,23170,21001,1252304.142
28.4,Fabricação de máquinas-ferramenta,Entidades sem fins lucrativos,,,,
28.5,Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,Total,447,31125,30502,2205794.375
28.5,Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,Administração pública,,,,
28.5,Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,Entidades empresariais,447,31125,30502,2205794.375
28.5,Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,Entidades sem fins lucrativos,,,,
28.6,Fabricação de máquinas e equipamentos de uso industrial específico,Total,4933,67949,60432,2846745.8
28.6,Fabricação de máquinas e equipamentos de uso industrial específico,Administração pública,,,,
28.6,Fabricação de máquinas e equipamentos de uso industrial específico,Entidades empresariais,4933,67949,60432,2846745.8
28.6,Fabricação de máquinas e equipamentos de uso industrial específico,Entidades sem fins lucrativos,,,,
29,"Fabricação de veículos automotores, reboques e carrocerias",Total,6796,444802,435155,27463898.907
29,"Fabricação de veículos automotores, reboques e carrocerias",Administração pública,,,,
29,"Fabricação de veículos automotores, reboques e carrocerias",Entidades empresariais,6796,444802,435155,27463898.907
29,"Fabricação de veículos automotores, reboques e carrocerias",Entidades sem fins lucrativos,,,,
29.1,"Fabricação de automóveis, camionetas e utilitários",Total,45,88044,87968,8482937.384
29.1,"Fabricação de automóveis, camionetas e utilitários",Administração pública,,,,
29.1,"Fabricação de automóveis, camionetas e utilitários",Entidades empresariais,45,88044,87968,8482937.384
29.1,"Fabricação de automóveis, camionetas e utilitários",Entidades sem fins lucrativos,,,,
29.2,Fabricação de caminhões e ônibus,Total,20,23640,23624,2688845.349
29.2,Fabricação de caminhões e ônibus,Administração pública,,,,
29.2,Fabricação de caminhões e ônibus,Entidades empresariais,20,23640,23624,2688845.349
29.2,Fabricação de caminhões e ônibus,Entidades sem fins lucrativos,,,,
29.3,"Fabricação de cabines, carrocerias e reboques para veículos automotores",Total,1944,55422,52772,2037479.13
29.3,"Fabricação de cabines, carrocerias e reboques para veículos automotores",Administração pública,,,,
29.3,"Fabricação de cabines, carrocerias e reboques para veículos automotores",Entidades empresariais,1944,55422,52772,2037479.13
29.3,"Fabricação de cabines, carrocerias e reboques para veículos automotores",Entidades sem fins lucrativos,,,,
29.4,Fabricação de peças e acessórios para veículos automotores,Total,2951,265382,261172,13995004.716
29.4,Fabricação de peças e acessórios para veículos automotores,Administração pública,,,,
29.4,Fabricação de peças e acessórios para veículos automotores,Entidades empresariais,2951,265382,261172,13995004.716
29.4,Fabricação de peças e acessórios para veículos automotores,Entidades sem fins lucrativos,,,,
29.5,Recondicionamento e recuperação de motores para veículos automotores,Total,1836,12314,9619,259632.328
29.5,Recondicionamento e recuperação de motores para veículos automotores,Administração pública,,,,
29.5,Recondicionamento e recuperação de motores para veículos automotores,Entidades empresariais,1836,12314,9619,259632.328
29.5,Recondicionamento e recuperação de motores para veículos automotores,Entidades sem fins lucrativos,,,,
30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",Total,1569,75483,73351,5125622.264
30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",Administração pública,,,,
30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",Entidades empresariais,1568,,,
30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",Entidades sem fins lucrativos,1,,,
30.1,Construção de embarcações,Total,576,17281,16509,1001944.393
30.1,Construção de embarcações,Administração pública,,,,
30.1,Construção de embarcações,Entidades empresariais,575,,,
30.1,Construção de embarcações,Entidades sem fins lucrativos,1,,,
30.3,Fabricação de veículos ferroviários,Total,69,5748,5679,553148.105
30.3,Fabricação de veículos ferroviários,Administração pública,,,,
30.3,Fabricação de veículos ferroviários,Entidades empresariais,69,5748,5679,553148.105
30.3,Fabricação de veículos ferroviários,Entidades sem fins lucrativos,,,,
30.4,Fabricação de aeronaves,Total,90,19794,19662,1924019.912
30.4,Fabricação de aeronaves,Administração pública,,,,
30.4,Fabricação de aeronaves,Entidades empresariais,90,19794,19662,1924019.912
30.4,Fabricação de aeronaves,Entidades sem fins lucrativos,,,,
30.5,Fabricação de veículos militares de combate,Total,3,1910,1903,200019.758
30.5,Fabricação de veículos militares de combate,Administração pública,,,,
30.5,Fabricação de veículos militares de combate,Entidades empresariais,3,1910,1903,200019.758
30.5,Fabricação de veículos militares de combate,Entidades sem fins lucrativos,,,,
30.9,Fabricação de equipamentos de transporte não especificados anteriormente,Total,831,30750,29598,1446490.096
30.9,Fabricação de equipamentos de transporte não especificados anteriormente,Administração pública,,,,
30.9,Fabricação de equipamentos de transporte não especificados anteriormente,Entidades empresariais,831,30750,29598,1446490.096
30.9,Fabricação de equipamentos de transporte não especificados anteriormente,Entidades sem fins lucrativos,,,,
31,Fabricação de móveis,Total,23194,268563,235819,6272322.126
31,Fabricação de móveis,Administração pública,,,,
31,Fabricação de móveis,Entidades empresariais,23193,,,
31,Fabricação de móveis,Entidades sem fins lucrativos,1,,,
31.0,Fabricação de móveis,Total,23194,268563,235819,6272322.126
31.0,Fabricação de móveis,Administração pública,,,,
31.0,Fabricação de móveis,Entidades empresariais,23193,,,
31.0,Fabricação de móveis,Entidades sem fins lucrativos,1,,,
32,Fabricação de produtos diversos,Total,16158,179946,157174,5074698.424
32,Fabricação de produtos diversos,Administração pública,,,,
32,Fabricação de produtos diversos,Entidades empresariais,16153,179942,157172,5074615.447
32,Fabricação de produtos diversos,Entidades sem fins lucrativos,5,4,2,82.977
32.1,"Fabricação de artigos de joalheria, bijuteria e semelhantes",Total,2139,21570,18380,506768.541
32.1,"Fabricação de artigos de joalheria, bijuteria e semelhantes",Administração pública,,,,
32.1,"Fabricação de artigos de joalheria, bijuteria e semelhantes",Entidades empresariais,2138,,,
32.1,"Fabricação de artigos de joalheria, bijuteria e semelhantes",Entidades sem fins lucrativos,1,,,
32.2,Fabricação de instrumentos musicais,Total,179,1498,1239,30338.295
32.2,Fabricação de instrumentos musicais,Administração pública,,,,
32.2,Fabricação de instrumentos musicais,Entidades empresariais,179,1498,1239,30338.295
32.2,Fabricação de instrumentos musicais,Entidades sem fins lucrativos,,,,
32.3,Fabricação de artefatos para pesca e esporte,Total,575,5133,4374,109808.234
32.3,Fabricação de artefatos para pesca e esporte,Administração pública,,,,
32.3,Fabricação de artefatos para pesca e esporte,Entidades empresariais,575,5133,4374,109808.234
32.3,Fabricação de artefatos para pesca e esporte,Entidades sem fins lucrativos,,,,
32.4,Fabricação de brinquedos e jogos recreativos,Total,772,14913,13840,373266.875
32.4,Fabricação de brinquedos e jogos recreativos,Administração pública,,,,
32.4,Fabricação de brinquedos e jogos recreativos,Entidades empresariais,772,14913,13840,373266.875
32.4,Fabricação de brinquedos e jogos recreativos,Entidades sem fins lucrativos,,,,
32.5,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,Total,5562,68406,60658,2272609.144
32.5,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,Administração pública,,,,
32.5,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,Entidades empresariais,5561,,,
32.5,Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,Entidades sem fins lucrativos,1,,,
32.9,Fabricação de produtos diversos,Total,6931,68426,58683,1781907.335
32.9,Fabricação de produtos diversos,Administração pública,,,,
32.9,Fabricação de produtos diversos,Entidades empresariais,6928,,,
32.9,Fabricação de produtos diversos,Entidades sem fins lucrativos,3,,,
33,"Manutenção, reparação e instalação de máquinas e equipamentos",Total,37665,258641,208204,7680990.907
33,"Manutenção, reparação e instalação de máquinas e equipamentos",Administração pública,,,,
33,"Manutenção, reparação e instalação de máquinas e equipamentos",Entidades empresariais,37661,258629,208194,7680727.681
33,"Manutenção, reparação e instalação de máquinas e equipamentos",Entidades sem fins lucrativos,4,12,10,263.226
33.1,Manutenção e reparação de máquinas e equipamentos,Total,29135,206261,166956,6555094.827
33.1,Manutenção e reparação de máquinas e equipamentos,Administração pública,,,,
33.1,Manutenção e reparação de máquinas e equipamentos,Entidades empresariais,29131,206249,166946,6554831.601
33.1,Manutenção e reparação de máquinas e equipamentos,Entidades sem fins lucrativos,4,12,10,263.226
33.2,Instalação de máquinas e equipamentos,Total,8530,52380,41248,1125896.08
33.2,Instalação de máquinas e equipamentos,Administração pública,,,,
33.2,Instalação de máquinas e equipamentos,Entidades empresariais,8530,52380,41248,1125896.08
33.2,Instalação de máquinas e equipamentos,Entidades sem fins lucrativos,,,,
D,Eletricidade e gás,Total,4970,138346,131888,12593420.452
D,Eletricidade e gás,Administração pública,2,,,
D,Eletricidade e gás,Entidades empresariais,4963,137407,130956,12366621.137
D,Eletricidade e gás,Entidades sem fins lucrativos,5,,,
35,"Eletricidade, gás e outras utilidades",Total,4970,138346,131888,12593420.452
35,"Eletricidade, gás e outras utilidades",Administração pública,2,,,
35,"Eletricidade, gás e outras utilidades",Entidades empresariais,4963,137407,130956,12366621.137
35,"Eletricidade, gás e outras utilidades",Entidades sem fins lucrativos,5,,,
35.1,"Geração, transmissão e distribuição de energia elétrica",Total,4875,133301,127014,12108815.251
35.1,"Geração, transmissão e distribuição de energia elétrica",Administração pública,2,,,
35.1,"Geração, transmissão e distribuição de energia elétrica",Entidades empresariais,4868,132362,126082,11882015.936
35.1,"Geração, transmissão e distribuição de energia elétrica",Entidades sem fins lucrativos,5,,,
35.2,Produção e distribuição de combustíveis gasosos por redes urbanas,Total,65,4152,4058,443177.192
35.2,Produção e distribuição de combustíveis gasosos por redes urbanas,Administração pública,,,,
35.2,Produção e distribuição de combustíveis gasosos por redes urbanas,Entidades empresariais,65,4152,4058,443177.192
35.2,Produção e distribuição de combustíveis gasosos por redes urbanas,Entidades sem fins lucrativos,,,,
35.3,"Produção e distribuição de vapor, água quente e ar condicionado",Total,30,893,816,41428.009
35.3,"Produção e distribuição de vapor, água quente e ar condicionado",Administração pública,,,,
35.3,"Produção e distribuição de vapor, água quente e ar condicionado",Entidades empresariais,30,893,816,41428.009
35.3,"Produção e distribuição de vapor, água quente e ar condicionado",Entidades sem fins lucrativos,,,,
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",Total,12525,421861,406197,17627314.32
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",Administração pública,594,51617,51617,2573448.544
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",Entidades empresariais,11312,369483,354149,15038765.795
E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",Entidades sem fins lucrativos,619,761,431,15099.981
36,"Captação, tratamento e distribuição de água",Total,2203,156304,154692,10462904.533
36,"Captação, tratamento e distribuição de água",Administração pública,550,47026,47026,2356370.654
36,"Captação, tratamento e distribuição de água",Entidades empresariais,1131,108856,107514,8100959.756
36,"Captação, tratamento e distribuição de água",Entidades sem fins lucrativos,522,422,152,5574.123
36.0,"Captação, tratamento e distribuição de água",Total,2203,156304,154692,10462904.533
36.0,"Captação, tratamento e distribuição de água",Administração pública,550,47026,47026,2356370.654
36.0,"Captação, tratamento e distribuição de água",Entidades empresariais,1131,108856,107514,8100959.756
36.0,"Captação, tratamento e distribuição de água",Entidades sem fins lucrativos,522,422,152,5574.123
37,Esgoto e atividades relacionadas,Total,1358,15208,13468,441872.712
37,Esgoto e atividades relacionadas,Administração pública,3,,,
37,Esgoto e atividades relacionadas,Entidades empresariais,1353,15118,13379,440070.644
37,Esgoto e atividades relacionadas,Entidades sem fins lucrativos,2,,,
37.0,Esgoto e atividades relacionadas,Total,1358,15208,13468,441872.712
37.0,Esgoto e atividades relacionadas,Administração pública,3,,,
37.0,Esgoto e atividades relacionadas,Entidades empresariais,1353,15118,13379,440070.644
37.0,Esgoto e atividades relacionadas,Entidades sem fins lucrativos,2,,,
38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",Total,8830,248593,236458,6681328.837
38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",Administração pública,37,4497,4497,215006.891
38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",Entidades empresariais,8699,243763,231687,6456947.189
38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",Entidades sem fins lucrativos,94,333,274,9374.757
38.1,Coleta de resíduos,Total,4824,202317,195709,5548852.477
38.1,Coleta de resíduos,Administração pública,20,4274,4274,206956.336
38.1,Coleta de resíduos,Entidades empresariais,4755,197949,191377,5340362.877
38.1,Coleta de resíduos,Entidades sem fins lucrativos,49,94,58,1533.264
38.2,Tratamento e disposição de resíduos,Total,484,15839,15248,480257.606
38.2,Tratamento e disposição de resíduos,Administração pública,15,,,
38.2,Tratamento e disposição de resíduos,Entidades empresariais,462,15527,14937,467736.422
38.2,Tratamento e disposição de resíduos,Entidades sem fins lucrativos,7,,,
38.3,Recuperação de materiais,Total,3522,30437,25501,652218.754
38.3,Recuperação de materiais,Administração pública,2,,,
38.3,Recuperação de materiais,Entidades empresariais,3482,30287,25373,648847.89
38.3,Recuperação de materiais,Entidades sem fins lucrativos,38,,,
39,Descontaminação e outros serviços de gestão de resíduos,Total,134,1756,1579,41208.238
